nohup: ignoring input
Namespace(batchSize=64, chop=False, cuda=True, loss='1*L1', lr=0.0001, nEpochs=1000, patchSize=64, pre_train=None, rgb_range=255, seed=123, testBatchSize=1, threads=4)
===> Loading datasets
===> Building model
===> Epoch[3](1226/1860): Loss: 0.016837
===> Epoch[3](1227/1860): Loss: 0.017695
===> Epoch[3](1228/1860): Loss: 0.018551
===> Epoch[3](1229/1860): Loss: 0.015965
===> Epoch[3](1230/1860): Loss: 0.019209
===> Epoch[3](1231/1860): Loss: 0.015390
===> Epoch[3](1232/1860): Loss: 0.018855
===> Epoch[3](1233/1860): Loss: 0.016543
===> Epoch[3](1234/1860): Loss: 0.017890
===> Epoch[3](1235/1860): Loss: 0.018586
===> Epoch[3](1236/1860): Loss: 0.016979
===> Epoch[3](1237/1860): Loss: 0.016413
===> Epoch[3](1238/1860): Loss: 0.016149
===> Epoch[3](1239/1860): Loss: 0.017411
===> Epoch[3](1240/1860): Loss: 0.018268
===> Epoch[3](1241/1860): Loss: 0.018852
===> Epoch[3](1242/1860): Loss: 0.017690
===> Epoch[3](1243/1860): Loss: 0.017440
===> Epoch[3](1244/1860): Loss: 0.017245
===> Epoch[3](1245/1860): Loss: 0.016760
===> Epoch[3](1246/1860): Loss: 0.017714
===> Epoch[3](1247/1860): Loss: 0.017427
===> Epoch[3](1248/1860): Loss: 0.019129
===> Epoch[3](1249/1860): Loss: 0.015701
===> Epoch[3](1250/1860): Loss: 0.017402
===> Epoch[3](1251/1860): Loss: 0.016604
===> Epoch[3](1252/1860): Loss: 0.017879
===> Epoch[3](1253/1860): Loss: 0.016537
===> Epoch[3](1254/1860): Loss: 0.016750
===> Epoch[3](1255/1860): Loss: 0.017511
===> Epoch[3](1256/1860): Loss: 0.017000
===> Epoch[3](1257/1860): Loss: 0.017757
===> Epoch[3](1258/1860): Loss: 0.017933
===> Epoch[3](1259/1860): Loss: 0.017317
===> Epoch[3](1260/1860): Loss: 0.016821
===> Epoch[3](1261/1860): Loss: 0.017262
===> Epoch[3](1262/1860): Loss: 0.017308
===> Epoch[3](1263/1860): Loss: 0.017539
===> Epoch[3](1264/1860): Loss: 0.017381
===> Epoch[3](1265/1860): Loss: 0.018824
===> Epoch[3](1266/1860): Loss: 0.018609
===> Epoch[3](1267/1860): Loss: 0.017872
===> Epoch[3](1268/1860): Loss: 0.017720
===> Epoch[3](1269/1860): Loss: 0.019016
===> Epoch[3](1270/1860): Loss: 0.017397
===> Epoch[3](1271/1860): Loss: 0.018464
===> Epoch[3](1272/1860): Loss: 0.017730
===> Epoch[3](1273/1860): Loss: 0.017748
===> Epoch[3](1274/1860): Loss: 0.016820
===> Epoch[3](1275/1860): Loss: 0.017620
===> Epoch[3](1276/1860): Loss: 0.017740
===> Epoch[3](1277/1860): Loss: 0.017663
===> Epoch[3](1278/1860): Loss: 0.016454
===> Epoch[3](1279/1860): Loss: 0.016940
===> Epoch[3](1280/1860): Loss: 0.016236
===> Epoch[3](1281/1860): Loss: 0.017710
===> Epoch[3](1282/1860): Loss: 0.016560
===> Epoch[3](1283/1860): Loss: 0.015880
===> Epoch[3](1284/1860): Loss: 0.016728
===> Epoch[3](1285/1860): Loss: 0.014364
===> Epoch[3](1286/1860): Loss: 0.016978
===> Epoch[3](1287/1860): Loss: 0.017529
===> Epoch[3](1288/1860): Loss: 0.017219
===> Epoch[3](1289/1860): Loss: 0.016239
===> Epoch[3](1290/1860): Loss: 0.017239
===> Epoch[3](1291/1860): Loss: 0.016904
===> Epoch[3](1292/1860): Loss: 0.017415
===> Epoch[3](1293/1860): Loss: 0.016574
===> Epoch[3](1294/1860): Loss: 0.017810
===> Epoch[3](1295/1860): Loss: 0.017512
===> Epoch[3](1296/1860): Loss: 0.015658
===> Epoch[3](1297/1860): Loss: 0.016574
===> Epoch[3](1298/1860): Loss: 0.017778
===> Epoch[3](1299/1860): Loss: 0.018066
===> Epoch[3](1300/1860): Loss: 0.016583
===> Epoch[3](1301/1860): Loss: 0.018427
===> Epoch[3](1302/1860): Loss: 0.017692
===> Epoch[3](1303/1860): Loss: 0.017469
===> Epoch[3](1304/1860): Loss: 0.017513
===> Epoch[3](1305/1860): Loss: 0.019145
===> Epoch[3](1306/1860): Loss: 0.018247
===> Epoch[3](1307/1860): Loss: 0.017225
===> Epoch[3](1308/1860): Loss: 0.018391
===> Epoch[3](1309/1860): Loss: 0.018826
===> Epoch[3](1310/1860): Loss: 0.017762
===> Epoch[3](1311/1860): Loss: 0.020436
===> Epoch[3](1312/1860): Loss: 0.017396
===> Epoch[3](1313/1860): Loss: 0.016169
===> Epoch[3](1314/1860): Loss: 0.017626
===> Epoch[3](1315/1860): Loss: 0.017836
===> Epoch[3](1316/1860): Loss: 0.017514
===> Epoch[3](1317/1860): Loss: 0.017773
===> Epoch[3](1318/1860): Loss: 0.015725
===> Epoch[3](1319/1860): Loss: 0.019266
===> Epoch[3](1320/1860): Loss: 0.016374
===> Epoch[3](1321/1860): Loss: 0.018748
===> Epoch[3](1322/1860): Loss: 0.014967
===> Epoch[3](1323/1860): Loss: 0.016850
===> Epoch[3](1324/1860): Loss: 0.018051
===> Epoch[3](1325/1860): Loss: 0.017319
===> Epoch[3](1326/1860): Loss: 0.016532
===> Epoch[3](1327/1860): Loss: 0.017356
===> Epoch[3](1328/1860): Loss: 0.017491
===> Epoch[3](1329/1860): Loss: 0.016560
===> Epoch[3](1330/1860): Loss: 0.017530
===> Epoch[3](1331/1860): Loss: 0.017946
===> Epoch[3](1332/1860): Loss: 0.018468
===> Epoch[3](1333/1860): Loss: 0.019653
===> Epoch[3](1334/1860): Loss: 0.019132
===> Epoch[3](1335/1860): Loss: 0.018748
===> Epoch[3](1336/1860): Loss: 0.016756
===> Epoch[3](1337/1860): Loss: 0.016715
===> Epoch[3](1338/1860): Loss: 0.018151
===> Epoch[3](1339/1860): Loss: 0.018241
===> Epoch[3](1340/1860): Loss: 0.017691
===> Epoch[3](1341/1860): Loss: 0.018715
===> Epoch[3](1342/1860): Loss: 0.018723
===> Epoch[3](1343/1860): Loss: 0.017586
===> Epoch[3](1344/1860): Loss: 0.017166
===> Epoch[3](1345/1860): Loss: 0.016193
===> Epoch[3](1346/1860): Loss: 0.018083
===> Epoch[3](1347/1860): Loss: 0.018504
===> Epoch[3](1348/1860): Loss: 0.017187
===> Epoch[3](1349/1860): Loss: 0.018435
===> Epoch[3](1350/1860): Loss: 0.018432
===> Epoch[3](1351/1860): Loss: 0.017735
===> Epoch[3](1352/1860): Loss: 0.017475
===> Epoch[3](1353/1860): Loss: 0.016776
===> Epoch[3](1354/1860): Loss: 0.016950
===> Epoch[3](1355/1860): Loss: 0.017714
===> Epoch[3](1356/1860): Loss: 0.017181
===> Epoch[3](1357/1860): Loss: 0.017378
===> Epoch[3](1358/1860): Loss: 0.018341
===> Epoch[3](1359/1860): Loss: 0.017606
===> Epoch[3](1360/1860): Loss: 0.015946
===> Epoch[3](1361/1860): Loss: 0.017552
===> Epoch[3](1362/1860): Loss: 0.017765
===> Epoch[3](1363/1860): Loss: 0.017723
===> Epoch[3](1364/1860): Loss: 0.018076
===> Epoch[3](1365/1860): Loss: 0.017459
===> Epoch[3](1366/1860): Loss: 0.017731
===> Epoch[3](1367/1860): Loss: 0.017956
===> Epoch[3](1368/1860): Loss: 0.015676
===> Epoch[3](1369/1860): Loss: 0.017723
===> Epoch[3](1370/1860): Loss: 0.015181
===> Epoch[3](1371/1860): Loss: 0.017220
===> Epoch[3](1372/1860): Loss: 0.018495
===> Epoch[3](1373/1860): Loss: 0.017656
===> Epoch[3](1374/1860): Loss: 0.016611
===> Epoch[3](1375/1860): Loss: 0.016918
===> Epoch[3](1376/1860): Loss: 0.018444
===> Epoch[3](1377/1860): Loss: 0.018678
===> Epoch[3](1378/1860): Loss: 0.018923
===> Epoch[3](1379/1860): Loss: 0.018377
===> Epoch[3](1380/1860): Loss: 0.018206
===> Epoch[3](1381/1860): Loss: 0.018268
===> Epoch[3](1382/1860): Loss: 0.016955
===> Epoch[3](1383/1860): Loss: 0.017143
===> Epoch[3](1384/1860): Loss: 0.018513
===> Epoch[3](1385/1860): Loss: 0.017680
===> Epoch[3](1386/1860): Loss: 0.017547
===> Epoch[3](1387/1860): Loss: 0.017829
===> Epoch[3](1388/1860): Loss: 0.017645
===> Epoch[3](1389/1860): Loss: 0.018195
===> Epoch[3](1390/1860): Loss: 0.017701
===> Epoch[3](1391/1860): Loss: 0.015461
===> Epoch[3](1392/1860): Loss: 0.016166
===> Epoch[3](1393/1860): Loss: 0.018247
===> Epoch[3](1394/1860): Loss: 0.018499
===> Epoch[3](1395/1860): Loss: 0.018505
===> Epoch[3](1396/1860): Loss: 0.017706
===> Epoch[3](1397/1860): Loss: 0.016356
===> Epoch[3](1398/1860): Loss: 0.016344
===> Epoch[3](1399/1860): Loss: 0.019145
===> Epoch[3](1400/1860): Loss: 0.017940
===> Epoch[3](1401/1860): Loss: 0.019272
===> Epoch[3](1402/1860): Loss: 0.017048
===> Epoch[3](1403/1860): Loss: 0.016826
===> Epoch[3](1404/1860): Loss: 0.014830
===> Epoch[3](1405/1860): Loss: 0.018027
===> Epoch[3](1406/1860): Loss: 0.018031
===> Epoch[3](1407/1860): Loss: 0.016734
===> Epoch[3](1408/1860): Loss: 0.015720
===> Epoch[3](1409/1860): Loss: 0.016932
===> Epoch[3](1410/1860): Loss: 0.018277
===> Epoch[3](1411/1860): Loss: 0.017867
===> Epoch[3](1412/1860): Loss: 0.017920
===> Epoch[3](1413/1860): Loss: 0.016880
===> Epoch[3](1414/1860): Loss: 0.018549
===> Epoch[3](1415/1860): Loss: 0.016817
===> Epoch[3](1416/1860): Loss: 0.016302
===> Epoch[3](1417/1860): Loss: 0.017199
===> Epoch[3](1418/1860): Loss: 0.016688
===> Epoch[3](1419/1860): Loss: 0.018683
===> Epoch[3](1420/1860): Loss: 0.017865
===> Epoch[3](1421/1860): Loss: 0.016995
===> Epoch[3](1422/1860): Loss: 0.018195
===> Epoch[3](1423/1860): Loss: 0.016403
===> Epoch[3](1424/1860): Loss: 0.018240
===> Epoch[3](1425/1860): Loss: 0.017417
===> Epoch[3](1426/1860): Loss: 0.019131
===> Epoch[3](1427/1860): Loss: 0.020582
===> Epoch[3](1428/1860): Loss: 0.016365
===> Epoch[3](1429/1860): Loss: 0.017791
===> Epoch[3](1430/1860): Loss: 0.019454
===> Epoch[3](1431/1860): Loss: 0.017521
===> Epoch[3](1432/1860): Loss: 0.018298
===> Epoch[3](1433/1860): Loss: 0.017487
===> Epoch[3](1434/1860): Loss: 0.016782
===> Epoch[3](1435/1860): Loss: 0.019600
===> Epoch[3](1436/1860): Loss: 0.017268
===> Epoch[3](1437/1860): Loss: 0.018576
===> Epoch[3](1438/1860): Loss: 0.018873
===> Epoch[3](1439/1860): Loss: 0.018113
===> Epoch[3](1440/1860): Loss: 0.017749
===> Epoch[3](1441/1860): Loss: 0.018725
===> Epoch[3](1442/1860): Loss: 0.016304
===> Epoch[3](1443/1860): Loss: 0.018800
===> Epoch[3](1444/1860): Loss: 0.015837
===> Epoch[3](1445/1860): Loss: 0.017237
===> Epoch[3](1446/1860): Loss: 0.019346
===> Epoch[3](1447/1860): Loss: 0.017850
===> Epoch[3](1448/1860): Loss: 0.016898
===> Epoch[3](1449/1860): Loss: 0.017593
===> Epoch[3](1450/1860): Loss: 0.018783
===> Epoch[3](1451/1860): Loss: 0.017933
===> Epoch[3](1452/1860): Loss: 0.017708
===> Epoch[3](1453/1860): Loss: 0.016537
===> Epoch[3](1454/1860): Loss: 0.016554
===> Epoch[3](1455/1860): Loss: 0.017595
===> Epoch[3](1456/1860): Loss: 0.018092
===> Epoch[3](1457/1860): Loss: 0.019545
===> Epoch[3](1458/1860): Loss: 0.017232
===> Epoch[3](1459/1860): Loss: 0.016924
===> Epoch[3](1460/1860): Loss: 0.017774
===> Epoch[3](1461/1860): Loss: 0.017127
===> Epoch[3](1462/1860): Loss: 0.016802
===> Epoch[3](1463/1860): Loss: 0.018147
===> Epoch[3](1464/1860): Loss: 0.016790
===> Epoch[3](1465/1860): Loss: 0.018020
===> Epoch[3](1466/1860): Loss: 0.017665
===> Epoch[3](1467/1860): Loss: 0.015885
===> Epoch[3](1468/1860): Loss: 0.016739
===> Epoch[3](1469/1860): Loss: 0.019072
===> Epoch[3](1470/1860): Loss: 0.016813
===> Epoch[3](1471/1860): Loss: 0.017063
===> Epoch[3](1472/1860): Loss: 0.018083
===> Epoch[3](1473/1860): Loss: 0.017632
===> Epoch[3](1474/1860): Loss: 0.018457
===> Epoch[3](1475/1860): Loss: 0.017266
===> Epoch[3](1476/1860): Loss: 0.016435
===> Epoch[3](1477/1860): Loss: 0.019757
===> Epoch[3](1478/1860): Loss: 0.018001
===> Epoch[3](1479/1860): Loss: 0.016730
===> Epoch[3](1480/1860): Loss: 0.018667
===> Epoch[3](1481/1860): Loss: 0.017812
===> Epoch[3](1482/1860): Loss: 0.016980
===> Epoch[3](1483/1860): Loss: 0.016552
===> Epoch[3](1484/1860): Loss: 0.020231
===> Epoch[3](1485/1860): Loss: 0.016931
===> Epoch[3](1486/1860): Loss: 0.015966
===> Epoch[3](1487/1860): Loss: 0.017466
===> Epoch[3](1488/1860): Loss: 0.017036
===> Epoch[3](1489/1860): Loss: 0.018983
===> Epoch[3](1490/1860): Loss: 0.017501
===> Epoch[3](1491/1860): Loss: 0.017483
===> Epoch[3](1492/1860): Loss: 0.017671
===> Epoch[3](1493/1860): Loss: 0.020166
===> Epoch[3](1494/1860): Loss: 0.017793
===> Epoch[3](1495/1860): Loss: 0.018183
===> Epoch[3](1496/1860): Loss: 0.018166
===> Epoch[3](1497/1860): Loss: 0.015979
===> Epoch[3](1498/1860): Loss: 0.016928
===> Epoch[3](1499/1860): Loss: 0.017291
===> Epoch[3](1500/1860): Loss: 0.017500
===> Epoch[3](1501/1860): Loss: 0.016459
===> Epoch[3](1502/1860): Loss: 0.019074
===> Epoch[3](1503/1860): Loss: 0.017672
===> Epoch[3](1504/1860): Loss: 0.017036
===> Epoch[3](1505/1860): Loss: 0.018808
===> Epoch[3](1506/1860): Loss: 0.018113
===> Epoch[3](1507/1860): Loss: 0.015006
===> Epoch[3](1508/1860): Loss: 0.018553
===> Epoch[3](1509/1860): Loss: 0.017860
===> Epoch[3](1510/1860): Loss: 0.017315
===> Epoch[3](1511/1860): Loss: 0.016857
===> Epoch[3](1512/1860): Loss: 0.015835
===> Epoch[3](1513/1860): Loss: 0.017035
===> Epoch[3](1514/1860): Loss: 0.017561
===> Epoch[3](1515/1860): Loss: 0.017879
===> Epoch[3](1516/1860): Loss: 0.018186
===> Epoch[3](1517/1860): Loss: 0.017796
===> Epoch[3](1518/1860): Loss: 0.016819
===> Epoch[3](1519/1860): Loss: 0.015593
===> Epoch[3](1520/1860): Loss: 0.018010
===> Epoch[3](1521/1860): Loss: 0.019129
===> Epoch[3](1522/1860): Loss: 0.017110
===> Epoch[3](1523/1860): Loss: 0.018301
===> Epoch[3](1524/1860): Loss: 0.018389
===> Epoch[3](1525/1860): Loss: 0.018881
===> Epoch[3](1526/1860): Loss: 0.018588
===> Epoch[3](1527/1860): Loss: 0.017482
===> Epoch[3](1528/1860): Loss: 0.016164
===> Epoch[3](1529/1860): Loss: 0.018916
===> Epoch[3](1530/1860): Loss: 0.016081
===> Epoch[3](1531/1860): Loss: 0.018084
===> Epoch[3](1532/1860): Loss: 0.018689
===> Epoch[3](1533/1860): Loss: 0.016218
===> Epoch[3](1534/1860): Loss: 0.017366
===> Epoch[3](1535/1860): Loss: 0.017395
===> Epoch[3](1536/1860): Loss: 0.018098
===> Epoch[3](1537/1860): Loss: 0.018326
===> Epoch[3](1538/1860): Loss: 0.018488
===> Epoch[3](1539/1860): Loss: 0.019156
===> Epoch[3](1540/1860): Loss: 0.017202
===> Epoch[3](1541/1860): Loss: 0.018033
===> Epoch[3](1542/1860): Loss: 0.017983
===> Epoch[3](1543/1860): Loss: 0.017576
===> Epoch[3](1544/1860): Loss: 0.018022
===> Epoch[3](1545/1860): Loss: 0.018872
===> Epoch[3](1546/1860): Loss: 0.016537
===> Epoch[3](1547/1860): Loss: 0.017553
===> Epoch[3](1548/1860): Loss: 0.017489
===> Epoch[3](1549/1860): Loss: 0.019229
===> Epoch[3](1550/1860): Loss: 0.017915
===> Epoch[3](1551/1860): Loss: 0.016507
===> Epoch[3](1552/1860): Loss: 0.018995
===> Epoch[3](1553/1860): Loss: 0.018089
===> Epoch[3](1554/1860): Loss: 0.017727
===> Epoch[3](1555/1860): Loss: 0.017229
===> Epoch[3](1556/1860): Loss: 0.017765
===> Epoch[3](1557/1860): Loss: 0.017079
===> Epoch[3](1558/1860): Loss: 0.017625
===> Epoch[3](1559/1860): Loss: 0.018711
===> Epoch[3](1560/1860): Loss: 0.016976
===> Epoch[3](1561/1860): Loss: 0.019140
===> Epoch[3](1562/1860): Loss: 0.018144
===> Epoch[3](1563/1860): Loss: 0.019626
===> Epoch[3](1564/1860): Loss: 0.018290
===> Epoch[3](1565/1860): Loss: 0.018934
===> Epoch[3](1566/1860): Loss: 0.018049
===> Epoch[3](1567/1860): Loss: 0.017039
===> Epoch[3](1568/1860): Loss: 0.016196
===> Epoch[3](1569/1860): Loss: 0.017129
===> Epoch[3](1570/1860): Loss: 0.017014
===> Epoch[3](1571/1860): Loss: 0.017246
===> Epoch[3](1572/1860): Loss: 0.017543
===> Epoch[3](1573/1860): Loss: 0.015925
===> Epoch[3](1574/1860): Loss: 0.017459
===> Epoch[3](1575/1860): Loss: 0.018262
===> Epoch[3](1576/1860): Loss: 0.018199
===> Epoch[3](1577/1860): Loss: 0.017312
===> Epoch[3](1578/1860): Loss: 0.019173
===> Epoch[3](1579/1860): Loss: 0.017447
===> Epoch[3](1580/1860): Loss: 0.015724
===> Epoch[3](1581/1860): Loss: 0.018247
===> Epoch[3](1582/1860): Loss: 0.018328
===> Epoch[3](1583/1860): Loss: 0.017518
===> Epoch[3](1584/1860): Loss: 0.018308
===> Epoch[3](1585/1860): Loss: 0.017529
===> Epoch[3](1586/1860): Loss: 0.016066
===> Epoch[3](1587/1860): Loss: 0.016615
===> Epoch[3](1588/1860): Loss: 0.018419
===> Epoch[3](1589/1860): Loss: 0.020470
===> Epoch[3](1590/1860): Loss: 0.017600
===> Epoch[3](1591/1860): Loss: 0.019181
===> Epoch[3](1592/1860): Loss: 0.017296
===> Epoch[3](1593/1860): Loss: 0.018223
===> Epoch[3](1594/1860): Loss: 0.016845
===> Epoch[3](1595/1860): Loss: 0.017908
===> Epoch[3](1596/1860): Loss: 0.019236
===> Epoch[3](1597/1860): Loss: 0.019085
===> Epoch[3](1598/1860): Loss: 0.018239
===> Epoch[3](1599/1860): Loss: 0.017812
===> Epoch[3](1600/1860): Loss: 0.017392
===> Epoch[3](1601/1860): Loss: 0.017985
===> Epoch[3](1602/1860): Loss: 0.020460
===> Epoch[3](1603/1860): Loss: 0.017458
===> Epoch[3](1604/1860): Loss: 0.017829
===> Epoch[3](1605/1860): Loss: 0.017765
===> Epoch[3](1606/1860): Loss: 0.017151
===> Epoch[3](1607/1860): Loss: 0.016844
===> Epoch[3](1608/1860): Loss: 0.019271
===> Epoch[3](1609/1860): Loss: 0.016706
===> Epoch[3](1610/1860): Loss: 0.018158
===> Epoch[3](1611/1860): Loss: 0.017697
===> Epoch[3](1612/1860): Loss: 0.015507
===> Epoch[3](1613/1860): Loss: 0.017581
===> Epoch[3](1614/1860): Loss: 0.017271
===> Epoch[3](1615/1860): Loss: 0.016510
===> Epoch[3](1616/1860): Loss: 0.018811
===> Epoch[3](1617/1860): Loss: 0.017481
===> Epoch[3](1618/1860): Loss: 0.018120
===> Epoch[3](1619/1860): Loss: 0.016336
===> Epoch[3](1620/1860): Loss: 0.017343
===> Epoch[3](1621/1860): Loss: 0.017487
===> Epoch[3](1622/1860): Loss: 0.015346
===> Epoch[3](1623/1860): Loss: 0.016445
===> Epoch[3](1624/1860): Loss: 0.017271
===> Epoch[3](1625/1860): Loss: 0.015439
===> Epoch[3](1626/1860): Loss: 0.016206
===> Epoch[3](1627/1860): Loss: 0.018155
===> Epoch[3](1628/1860): Loss: 0.017146
===> Epoch[3](1629/1860): Loss: 0.016521
===> Epoch[3](1630/1860): Loss: 0.018421
===> Epoch[3](1631/1860): Loss: 0.016593
===> Epoch[3](1632/1860): Loss: 0.017692
===> Epoch[3](1633/1860): Loss: 0.019545
===> Epoch[3](1634/1860): Loss: 0.018161
===> Epoch[3](1635/1860): Loss: 0.017703
===> Epoch[3](1636/1860): Loss: 0.015944
===> Epoch[3](1637/1860): Loss: 0.017612
===> Epoch[3](1638/1860): Loss: 0.018066
===> Epoch[3](1639/1860): Loss: 0.018799
===> Epoch[3](1640/1860): Loss: 0.018839
===> Epoch[3](1641/1860): Loss: 0.017029
===> Epoch[3](1642/1860): Loss: 0.015055
===> Epoch[3](1643/1860): Loss: 0.018799
===> Epoch[3](1644/1860): Loss: 0.017114
===> Epoch[3](1645/1860): Loss: 0.018250
===> Epoch[3](1646/1860): Loss: 0.017165
===> Epoch[3](1647/1860): Loss: 0.017240
===> Epoch[3](1648/1860): Loss: 0.017042
===> Epoch[3](1649/1860): Loss: 0.018963
===> Epoch[3](1650/1860): Loss: 0.017257
===> Epoch[3](1651/1860): Loss: 0.018706
===> Epoch[3](1652/1860): Loss: 0.016515
===> Epoch[3](1653/1860): Loss: 0.017821
===> Epoch[3](1654/1860): Loss: 0.016071
===> Epoch[3](1655/1860): Loss: 0.015509
===> Epoch[3](1656/1860): Loss: 0.019207
===> Epoch[3](1657/1860): Loss: 0.017793
===> Epoch[3](1658/1860): Loss: 0.016023
===> Epoch[3](1659/1860): Loss: 0.017659
===> Epoch[3](1660/1860): Loss: 0.017610
===> Epoch[3](1661/1860): Loss: 0.018711
===> Epoch[3](1662/1860): Loss: 0.016005
===> Epoch[3](1663/1860): Loss: 0.017317
===> Epoch[3](1664/1860): Loss: 0.017890
===> Epoch[3](1665/1860): Loss: 0.018810
===> Epoch[3](1666/1860): Loss: 0.017129
===> Epoch[3](1667/1860): Loss: 0.018209
===> Epoch[3](1668/1860): Loss: 0.016568
===> Epoch[3](1669/1860): Loss: 0.018152
===> Epoch[3](1670/1860): Loss: 0.017394
===> Epoch[3](1671/1860): Loss: 0.018021
===> Epoch[3](1672/1860): Loss: 0.018717
===> Epoch[3](1673/1860): Loss: 0.016075
===> Epoch[3](1674/1860): Loss: 0.016994
===> Epoch[3](1675/1860): Loss: 0.018486
===> Epoch[3](1676/1860): Loss: 0.020143
===> Epoch[3](1677/1860): Loss: 0.018123
===> Epoch[3](1678/1860): Loss: 0.016816
===> Epoch[3](1679/1860): Loss: 0.017393
===> Epoch[3](1680/1860): Loss: 0.017595
===> Epoch[3](1681/1860): Loss: 0.019208
===> Epoch[3](1682/1860): Loss: 0.017707
===> Epoch[3](1683/1860): Loss: 0.018084
===> Epoch[3](1684/1860): Loss: 0.017149
===> Epoch[3](1685/1860): Loss: 0.017144
===> Epoch[3](1686/1860): Loss: 0.018702
===> Epoch[3](1687/1860): Loss: 0.018299
===> Epoch[3](1688/1860): Loss: 0.017621
===> Epoch[3](1689/1860): Loss: 0.014857
===> Epoch[3](1690/1860): Loss: 0.016595
===> Epoch[3](1691/1860): Loss: 0.017930
===> Epoch[3](1692/1860): Loss: 0.018819
===> Epoch[3](1693/1860): Loss: 0.015871
===> Epoch[3](1694/1860): Loss: 0.015928
===> Epoch[3](1695/1860): Loss: 0.017956
===> Epoch[3](1696/1860): Loss: 0.017607
===> Epoch[3](1697/1860): Loss: 0.017201
===> Epoch[3](1698/1860): Loss: 0.018396
===> Epoch[3](1699/1860): Loss: 0.016835
===> Epoch[3](1700/1860): Loss: 0.018814
===> Epoch[3](1701/1860): Loss: 0.018267
===> Epoch[3](1702/1860): Loss: 0.018750
===> Epoch[3](1703/1860): Loss: 0.017130
===> Epoch[3](1704/1860): Loss: 0.016086
===> Epoch[3](1705/1860): Loss: 0.016609
===> Epoch[3](1706/1860): Loss: 0.018622
===> Epoch[3](1707/1860): Loss: 0.015818
===> Epoch[3](1708/1860): Loss: 0.017263
===> Epoch[3](1709/1860): Loss: 0.015994
===> Epoch[3](1710/1860): Loss: 0.017475
===> Epoch[3](1711/1860): Loss: 0.016825
===> Epoch[3](1712/1860): Loss: 0.016642
===> Epoch[3](1713/1860): Loss: 0.019044
===> Epoch[3](1714/1860): Loss: 0.018723
===> Epoch[3](1715/1860): Loss: 0.016405
===> Epoch[3](1716/1860): Loss: 0.017719
===> Epoch[3](1717/1860): Loss: 0.018678
===> Epoch[3](1718/1860): Loss: 0.016342
===> Epoch[3](1719/1860): Loss: 0.019552
===> Epoch[3](1720/1860): Loss: 0.017422
===> Epoch[3](1721/1860): Loss: 0.018315
===> Epoch[3](1722/1860): Loss: 0.017935
===> Epoch[3](1723/1860): Loss: 0.017942
===> Epoch[3](1724/1860): Loss: 0.015671
===> Epoch[3](1725/1860): Loss: 0.018081
===> Epoch[3](1726/1860): Loss: 0.017905
===> Epoch[3](1727/1860): Loss: 0.017471
===> Epoch[3](1728/1860): Loss: 0.017484
===> Epoch[3](1729/1860): Loss: 0.016229
===> Epoch[3](1730/1860): Loss: 0.017169
===> Epoch[3](1731/1860): Loss: 0.016083
===> Epoch[3](1732/1860): Loss: 0.018908
===> Epoch[3](1733/1860): Loss: 0.017894
===> Epoch[3](1734/1860): Loss: 0.018608
===> Epoch[3](1735/1860): Loss: 0.016905
===> Epoch[3](1736/1860): Loss: 0.018321
===> Epoch[3](1737/1860): Loss: 0.017177
===> Epoch[3](1738/1860): Loss: 0.017463
===> Epoch[3](1739/1860): Loss: 0.017287
===> Epoch[3](1740/1860): Loss: 0.018844
===> Epoch[3](1741/1860): Loss: 0.017737
===> Epoch[3](1742/1860): Loss: 0.018602
===> Epoch[3](1743/1860): Loss: 0.019406
===> Epoch[3](1744/1860): Loss: 0.016355
===> Epoch[3](1745/1860): Loss: 0.017017
===> Epoch[3](1746/1860): Loss: 0.019317
===> Epoch[3](1747/1860): Loss: 0.017898
===> Epoch[3](1748/1860): Loss: 0.017478
===> Epoch[3](1749/1860): Loss: 0.017739
===> Epoch[3](1750/1860): Loss: 0.016476
===> Epoch[3](1751/1860): Loss: 0.018821
===> Epoch[3](1752/1860): Loss: 0.017856
===> Epoch[3](1753/1860): Loss: 0.019584
===> Epoch[3](1754/1860): Loss: 0.018188
===> Epoch[3](1755/1860): Loss: 0.018818
===> Epoch[3](1756/1860): Loss: 0.016274
===> Epoch[3](1757/1860): Loss: 0.016874
===> Epoch[3](1758/1860): Loss: 0.017933
===> Epoch[3](1759/1860): Loss: 0.017125
===> Epoch[3](1760/1860): Loss: 0.018949
===> Epoch[3](1761/1860): Loss: 0.018116
===> Epoch[3](1762/1860): Loss: 0.017772
===> Epoch[3](1763/1860): Loss: 0.015160
===> Epoch[3](1764/1860): Loss: 0.017229
===> Epoch[3](1765/1860): Loss: 0.017831
===> Epoch[3](1766/1860): Loss: 0.018313
===> Epoch[3](1767/1860): Loss: 0.017100
===> Epoch[3](1768/1860): Loss: 0.016985
===> Epoch[3](1769/1860): Loss: 0.016719
===> Epoch[3](1770/1860): Loss: 0.017095
===> Epoch[3](1771/1860): Loss: 0.018602
===> Epoch[3](1772/1860): Loss: 0.019677
===> Epoch[3](1773/1860): Loss: 0.018800
===> Epoch[3](1774/1860): Loss: 0.018718
===> Epoch[3](1775/1860): Loss: 0.015945
===> Epoch[3](1776/1860): Loss: 0.017968
===> Epoch[3](1777/1860): Loss: 0.017771
===> Epoch[3](1778/1860): Loss: 0.017006
===> Epoch[3](1779/1860): Loss: 0.017364
===> Epoch[3](1780/1860): Loss: 0.015829
